elements,rows,python,pandas_read_csv,pandas_tuples_to_df,julia_c,julia_basic,julia_prealloc,julia_opt,cpp,load_external
19550,400,0.10260009765625,0.002886056900024414,0.09971404075622559,0.004210074742635091,0.06028978029886881,0.019412120183308918,0.0009031295776367188,0.002265453338623047,0.0012747446695963542
7288,450,0.08230916659037271,0.0021980603535970054,0.08011110623677571,0.0018486181894938152,0.01048739751180013,0.003057718276977539,0.0005375544230143229,0.0009609858194986979,0.0011088053385416667
24950,450,0.10578227043151855,0.003402153650919596,0.10238011678059895,0.005174080530802409,0.022775808970133465,0.008958578109741211,0.0012877782185872395,0.0028738975524902344,0.0013323624928792317
8092,500,0.09164667129516602,0.002289454142252604,0.0893572171529134,0.001991430918375651,0.00902231534322103,0.003236055374145508,0.0005350112915039062,0.0010578632354736328,0.0011220773061116536
29013,500,0.1247406005859375,0.003883520762125651,0.12085707982381184,0.005938371022542317,0.030094623565673828,0.01034704844156901,0.0011514027913411458,0.003300189971923828,0.0014129479726155598
2809,50,0.015233437220255533,0.0016465187072753906,0.013586918512980143,0.0008456707000732422,0.0018024444580078125,0.0013092358907063801,0.0003484090169270833,0.0003991127014160156,0.0009992122650146484
5844,50,0.041619618733723954,0.001722256342569987,0.03989736239115397,0.0014431476593017578,0.0032987594604492188,0.002410888671875,0.0004374980926513672,0.0007405281066894531,0.0011333624521891277
5009,100,0.024843851725260418,0.0017110506693522136,0.023132801055908203,0.0012825330098470051,0.0036492347717285156,0.0020072460174560547,0.0004070599873860677,0.0006632010142008463,0.001070578893025716
12756,100,0.05855607986450195,0.002302408218383789,0.056253671646118164,0.002792835235595703,0.007257620493570964,0.0045397281646728516,0.0006379286448160807,0.001495043436686198,0.0011864503224690754
7282,150,0.0339961051940918,0.001924435297648112,0.03207166989644369,0.0017539660135904949,0.004957675933837891,0.0028215249379475913,0.00048661231994628906,0.000903924306233724,0.0011076927185058594
20253,150,0.07448403040568034,0.0029174486796061196,0.07156658172607422,0.004551808039347331,0.011658271153767904,0.006991942723592122,0.0008600552876790365,0.002341032028198242,0.0013230641682942708
10154,200,0.04331747690836589,0.0022247632344563804,0.04109271367390951,0.002336263656616211,0.007300933202107747,0.0037577946980794272,0.0005640188852945963,0.0012292861938476562,0.0011348724365234375
25922,200,0.09206986427307129,0.0032653013865152993,0.08880456288655598,0.0053013960520426435,0.01592389742533366,0.00902859369913737,0.0010469754536946614,0.002964655558268229,0.0013667742411295574
13445,250,0.05301618576049805,0.00253907839457194,0.05047710736592611,0.0029047330220540366,0.009746630986531576,0.0048838456471761065,0.0006844202677408854,0.001589377721150716,0.0011786619822184246
40462,250,0.10628994305928548,0.00463565190633138,0.1016542911529541,0.008048613866170248,0.03153856595357259,0.014038483301798502,0.0014873345692952473,0.004606564839680989,0.0015997886657714844
15642,300,0.06221890449523926,0.002741575241088867,0.05947732925415039,0.0033823649088541665,0.015136003494262695,0.0060358842213948565,0.0007523695627848307,0.0018450419108072917,0.0012191136678059895
42208,300,0.12420248985290527,0.0045032501220703125,0.11969923973083496,0.008558034896850586,0.05577731132507324,0.015095869700113932,0.001543601353963216,0.004719734191894531,0.0016118685404459636
18149,350,0.07128190994262695,0.0029834906260172525,0.0682984193166097,0.003890514373779297,0.014955520629882812,0.0065765380859375,0.0008397102355957031,0.0021425088246663413,0.0012544790903727214
57566,350,0.1336196263631185,0.005777835845947266,0.12784179051717123,0.011356671651204428,0.043144543965657554,0.019454399744669598,0.0020014444986979165,0.006817738215128581,0.0018525123596191406
19871,400,0.08117453257242839,0.003258228302001953,0.07791630427042644,0.0042463938395182295,0.04588913917541504,0.007566769917805989,0.0008773008982340494,0.002348740895589193,0.001249074935913086
62775,400,0.14896702766418457,0.006198724110921224,0.14276830355326334,0.012295087178548178,0.04726743698120117,0.021493991216023762,0.0021970272064208984,0.007091681162516276,0.0019121170043945312
22612,450,0.09820199012756348,0.0034635066986083984,0.09473848342895508,0.004833380381266276,0.019763469696044922,0.008084535598754883,0.0011380513509114583,0.0026791890462239585,0.0013036727905273438
72153,450,0.1666121482849121,0.006757895151774089,0.15985425313313803,0.014437278111775717,0.08620484670003255,0.02528103192647298,0.002449512481689453,0.00803216298421224,0.002023617426554362
26126,500,0.09960261980692546,0.003920237223307292,0.09568238258361816,0.005396048227945964,0.02394556999206543,0.009325742721557617,0.0010500748952229817,0.003032128016153971,0.001357714335123698
82393,500,0.17862661679585776,0.007375955581665039,0.17125066121419272,0.016158501307169598,0.08048574129740398,0.0279538631439209,0.002763668696085612,0.009260416030883789,0.0022184054056803384
8114,50,0.02498936653137207,0.0023670196533203125,0.022622346878051758,0.0018867651621500652,0.004503726959228516,0.0029954910278320312,0.0006431738535563151,0.0009758472442626953,0.0010968844095865886
23577,50,0.1265071233113607,0.0036231676737467446,0.12288395563761394,0.0048321882883707685,0.011081695556640625,0.008020957310994467,0.0009715557098388672,0.0026869773864746094,0.0014294783274332683
14916,100,0.03577780723571777,0.002644697825113932,0.03313310941060384,0.006747086842854817,0.022670745849609375,0.005592902501424153,0.0007257461547851562,0.0017292499542236328,0.0011707146962483723
41911,100,0.15044967333475748,0.0050296783447265625,0.14541999499003092,0.008354902267456055,0.03296621640523275,0.01434485117594401,0.0015342235565185547,0.004692236582438151,0.0017324288686116536
25062,150,0.04774721463521322,0.003411531448364258,0.04433568318684896,0.005114952723185222,0.014565070470174154,0.00863941510518392,0.0010294119517008464,0.0028585592905680337,0.0013092358907063801
54415,150,0.18599899609883627,0.005707502365112305,0.18029149373372397,0.010842720667521158,0.02808666229248047,0.01827271779378255,0.0019300778706868489,0.006101926167805989,0.001999457677205404
30504,200,0.058391173680623375,0.004149039586385091,0.05424213409423828,0.006209135055541992,0.018938302993774414,0.010428826014200846,0.0011914571126302083,0.0034217039744059243,0.0014333724975585938
73392,200,0.21102341016133624,0.006800333658854167,0.2042230765024821,0.014362573623657227,0.04411721229553223,0.024535099665323894,0.002471367518107096,0.008099555969238281,0.0021657943725585938
41176,250,0.07070660591125488,0.005060990651448567,0.06564561525980632,0.008338054021199545,0.056395928064982094,0.015253225962320963,0.0015287399291992188,0.0046536922454833984,0.0015949408213297527
89411,250,0.24866310755411783,0.007950782775878906,0.24071232477823892,0.01736791928609212,0.05803998311360677,0.02989800771077474,0.003007650375366211,0.009986559549967447,0.002408186594645182
43326,300,0.08137432734171549,0.005378325780232747,0.07599600156148274,0.008661429087320963,0.05927173296610514,0.015641291936238606,0.0015796820322672527,0.004855155944824219,0.0016028881072998047
114143,300,0.2770237922668457,0.00940243403116862,0.26762135823567706,0.0224609375,0.07653403282165527,0.03853360811869303,0.0036977926890055337,0.012542088826497396,0.0028038819630940757
54874,350,0.09394168853759766,0.0061359405517578125,0.08780574798583984,0.011001030604044596,0.06970930099487305,0.019739151000976562,0.0019730726877848306,0.0062626997629801435,0.0017870267232259114
132051,350,0.30455803871154785,0.010797818501790365,0.2937602202097575,0.02593080202738444,0.09691397349039714,0.04429030418395996,0.0045909881591796875,0.014644781748453775,0.003008286158243815
64375,400,0.10636099179585776,0.006913344065348308,0.09944764773050944,0.012849171956380209,0.0785692532857259,0.023194392522176106,0.0022367636362711587,0.007145802179972331,0.0018344720204671223
183054,400,0.33042025566101074,0.014493544896443685,0.3159267107645671,0.035857836405436196,0.14277267456054688,0.06114093462626139,0.006024519602457683,0.02037199338277181,0.003832737604777018
71265,450,0.1164838473002116,0.0072133541107177734,0.10927049318949382,0.014205455780029297,0.10505930582682292,0.02569405237833659,0.0024685064951578775,0.008052587509155273,0.001971642176310221
175692,450,0.36098599433898926,0.013661702473958334,0.34732429186503094,0.03425749142964681,0.1554435888926188,0.0595855712890625,0.005536715189615886,0.01934393246968587,0.003618478775024414
84586,500,0.1307222843170166,0.009053230285644531,0.12166905403137207,0.016739924748738606,0.10253437360127766,0.029845476150512695,0.0028160413106282554,0.009469111760457357,0.0021566549936930337
201782,500,0.38355469703674316,0.015263557434082031,0.36829113960266113,0.03902848561604818,0.19908618927001953,0.0691368579864502,0.006355683008829753,0.022275765736897785,0.004149119059244792
24502,50,0.0532689094543457,0.003988424936930339,0.04928048451741537,0.004999081293741862,0.011884927749633789,0.008323113123575846,0.0009716351826985677,0.0027886231740315757,0.0013637542724609375
38338,50,0.3885863622029622,0.00474699338277181,0.38383936882019043,0.007692257563273112,0.01748069127400716,0.012899637222290039,0.0014087359110514324,0.004314104715983073,0.0018859704335530598
52880,100,0.07224257787068686,0.005212227503458659,0.0670303503672282,0.010362068812052408,0.026992321014404297,0.017833630243937176,0.001842816670735677,0.00593113899230957,0.0017542839050292969
124810,100,0.38768887519836426,0.009808619817097982,0.3778802553812663,0.024103244145711262,0.06307403246561687,0.04150597254435221,0.004252910614013672,0.013930400212605795,0.0030782222747802734
79504,150,0.0913703441619873,0.007445573806762695,0.08392477035522461,0.015720129013061523,0.04279136657714844,0.02670749028523763,0.0027054945627848306,0.008832613627115885,0.0020929972330729165
192389,150,0.5560023784637451,0.014297087987263998,0.5417052904764811,0.0370030403137207,0.13939166069030762,0.06486709912618001,0.006093660990397136,0.02131056785583496,0.00432594617207845
99039,200,0.10875328381856282,0.009293158849080404,0.09946012496948242,0.01947617530822754,0.05876755714416504,0.03306110699971517,0.003250598907470703,0.010879278182983398,0.002359310785929362
204295,200,0.6164669990539551,0.014870484670003256,0.6015965143839518,0.039512316385904946,0.1178892453511556,0.06856362024943034,0.006510734558105469,0.02251283327738444,0.0049715836842854815
128418,250,0.1267247994740804,0.010588486989339193,0.11613631248474121,0.024760723114013672,0.11292004585266113,0.044463555018107094,0.004123369852701823,0.014106829961140951,0.0028453667958577475
293117,250,0.7119980653127034,0.021325031916300457,0.690673033396403,0.057169437408447266,0.1857004165649414,0.09841211636861165,0.009339412053426107,0.032758235931396484,0.006160338719685872
147470,300,0.1442266305287679,0.012126763661702475,0.13209986686706543,0.029032786687215168,0.13238008817036948,0.05109699567159017,0.004690806070963542,0.01672824223836263,0.003148635228474935
294840,300,0.7188135782877604,0.02135753631591797,0.6974560419718424,0.05702288945515951,0.20560344060262045,0.09966397285461426,0.009171406428019205,0.03318913777669271,0.0059328873952229815
183249,350,0.1642301877339681,0.014167308807373047,0.15006287892659506,0.03546547889709473,0.1647489865620931,0.06287304560343425,0.006157080332438151,0.020650307337443035,0.003639856974283854
447208,350,0.8060400485992432,0.031649510065714516,0.7743905385335287,0.0891112486521403,0.33386532465616864,0.14966742197672525,0.014104922612508139,0.04987176259358724,0.009253660837809244
200571,400,0.18211785952250162,0.016030311584472656,0.16608754793802896,0.03957136472066244,0.21741429964701334,0.07132124900817871,0.006389935811360677,0.022609710693359375,0.004027764002482097
377930,400,0.8794893423716228,0.026666959126790363,0.8528223832448324,0.07447083791097005,0.30676039059956867,0.1597763697306315,0.012009461720784506,0.04227018356323242,0.007501761118570964
216079,450,0.19833731651306152,0.01708706219991048,0.18125025431315103,0.04211942354838053,0.17920557657877603,0.07299272219340007,0.006878376007080078,0.024367491404215496,0.0041446685791015625
399671,450,0.9573013782501221,0.027680476506551106,0.9296209017435709,0.0781567891438802,0.35663803418477374,0.13429013888041177,0.012397448221842447,0.044769605000813804,0.00832366943359375
242128,500,0.21810491879781088,0.02054150899251302,0.19756340980529785,0.04750982920328776,0.20667831103006998,0.08168951670328777,0.007733583450317383,0.027453263600667317,0.0045499006907145185
603378,500,1.0283311208089192,0.04159013430277506,0.9867409865061442,0.11791753768920898,0.5613598823547363,0.2063902219136556,0.018573602040608723,0.0690298080444336,0.012534062067667643
75229,50,0.1476591428120931,0.009108384450276693,0.1385507583618164,0.01496267318725586,0.03432011604309082,0.02554210027058919,0.002540429433186849,0.008428017298380533,0.0022302468617757163
194043,50,1.2264751593271892,0.014057556788126627,1.2124176025390625,0.03801393508911133,0.0893869400024414,0.06587560971577962,0.006231943766276042,0.021722793579101562,0.0052153269449869795
158446,100,0.18332997957865396,0.012444893519083658,0.1708850860595703,0.031220674514770508,0.08130081494649251,0.05374685923258463,0.005117893218994141,0.017815907796223957,0.003419001897176107
281644,100,1.3572271664937336,0.019045193990071613,1.338181972503662,0.05576427777608236,0.13648613293965658,0.09628454844156902,0.008922179539998373,0.031665404637654625,0.0066089630126953125
240223,150,0.22508486111958823,0.01746201515197754,0.2076228459676107,0.047354539235432945,0.13584136962890625,0.10198505719502766,0.007800738016764323,0.02733778953552246,0.005118608474731445
347168,150,1.6090629895528157,0.024083693822224934,1.5849792957305908,0.06916642189025879,0.20531932512919107,0.12046504020690918,0.011322418848673502,0.039275010426839195,0.007927338282267252
292695,200,0.2657773494720459,0.02116529146830241,0.2446120580037435,0.05826179186503092,0.17451119422912598,0.10094213485717773,0.009668906529744467,0.03307334582010905,0.0056616465250651045
900984,200,1.936928113301595,0.06199240684509277,1.8749357064565022,0.17905751864115396,0.5754346052805582,0.313231627146403,0.028496185938517254,0.1040209134419759,0.019613265991210938
378185,250,0.30221033096313477,0.028621435165405273,0.2735888957977295,0.07543587684631348,0.3231375217437744,0.13746515909830728,0.011877139409383139,0.04322218894958496,0.007154782613118489
716149,250,2.057630697886149,0.04964749018351237,2.0079832077026367,0.1467885971069336,0.5195018450419108,0.2537968158721924,0.022516409556070965,0.08335153261820476,0.016800483067830402
469091,300,0.3503694534301758,0.03333234786987305,0.31703710556030273,0.09534581502278645,0.32660428682963055,0.16500981648763022,0.014680067698160807,0.05405728022257487,0.009147326151529947
834201,300,2.490898927052816,0.05681157112121582,2.4340873559316,0.16589275995890299,0.5789579550425211,0.2987375259399414,0.027472893397013348,0.1025858720143636,0.02092146873474121
559568,350,0.4281737804412842,0.04260174433390299,0.38557203610738117,0.11383557319641113,0.47104231516520184,0.21314756075541177,0.020314693450927734,0.06363264719645183,0.011072794596354166
1183097,350,2.6227637926737466,0.08227268854777019,2.5404911041259766,0.2367102305094401,0.9715890884399414,0.4222381114959717,0.0367435614267985,0.13751006126403809,0.025323152542114258
646322,400,0.43468793233235675,0.044391632080078125,0.3902963002522786,0.13040781021118164,0.6237730979919434,0.23866120974222818,0.021024783452351887,0.07469471295674641,0.013345638910929361
1232529,400,2.893205483754476,0.08619260787963867,2.8070128758748374,0.2490840752919515,0.9992682139078776,0.441450834274292,0.04473630587259928,0.16820780436197916,0.035258849461873375
707636,450,0.5235818227132162,0.0623480478922526,0.46123377482096356,0.1410535971323649,0.6234399477640787,0.25254114468892414,0.0221097469329834,0.08383456865946452,0.01423796017964681
1437960,450,2.872737725575765,0.10322952270507812,2.769508202870687,0.2896416187286377,1.3212215105692546,0.5185590585072836,0.04698864618937174,0.166441281636556,0.029721180597941082
795058,500,0.5345525741577148,0.06398653984069824,0.4705660343170166,0.16115315755208334,0.7020646731058756,0.28516054153442383,0.02503625551859538,0.09252222379048665,0.015427827835083008
1485110,500,3.2235724131266275,0.10070395469665527,3.122868458429972,0.2989183266957601,1.3457307020823162,0.5383341312408447,0.04607526461283366,0.1716459592183431,0.03183499972025553
267554,50,0.45605214436848956,0.023531198501586914,0.43252094586690265,0.05706151326497396,0.12638092041015625,0.09430464108784993,0.008639653523763021,0.03150041898091634,0.005890766779581706
589564,50,4.067249218622844,0.03881112734476725,4.028438091278076,0.12502614657084146,0.35893551508585614,0.2352174917856852,0.019456783930460613,0.07046810785929362,0.014762322107950846
472452,100,0.5525118509928386,0.033618529637654625,0.518893321355184,0.09489099184672038,0.2548700173695882,0.1782233715057373,0.016087690989176433,0.0582275390625,0.010677019755045572
828990,100,3.8667291005452475,0.0593868096669515,3.807342290878296,0.16505074501037598,0.4485517342885335,0.298306941986084,0.025751113891601562,0.09837039311726888,0.021909395853678387
769717,150,0.6788898309071859,0.05521472295125326,0.6236751079559326,0.15405702590942383,0.43182873725891113,0.27396678924560547,0.023909807205200195,0.08899203936258952,0.013965368270874023
1304977,150,5.041412353515625,0.09008383750915527,4.95132851600647,0.2609827518463135,0.7200024127960205,0.48270026842753094,0.04027827580769857,0.14992594718933105,0.031805833180745445
974457,200,0.7696005503336588,0.07098507881164551,0.6986154715220133,0.1952993075052897,0.6747140089670817,0.40365417798360187,0.03229355812072754,0.11125834782918294,0.020325581232706707
2061759,200,5.7345999876658125,0.14789740244547525,5.586702585220337,0.4140963554382324,1.3952157497406006,0.8218404452006022,0.0769201119740804,0.25314585367838544,0.044839938481648765
1228839,250,0.8814237117767334,0.08819850285847981,0.7932252089182535,0.24499710400899252,0.8057912985483805,0.4430696169535319,0.03893613815307617,0.14932966232299805,0.026228030522664387
1895661,250,6.588669459025065,0.14266244570414224,6.446007013320923,0.38073205947875977,1.4893808364868164,0.6888271967569987,0.06664745012919109,0.21760312716166177,0.04051971435546875
1528376,300,1.016648292541504,0.11042118072509766,0.9062271118164062,0.3096056779225667,1.0504388809204102,0.6466294924418131,0.06323011716206868,0.20490193367004395,0.03322140375773112
3214875,300,7.6892768541971845,0.24007391929626465,7.44920293490092,0.648978074391683,2.618633190790812,1.172218879063924,0.10114439328511556,0.38194839159647626,0.07030200958251953
1808716,350,1.1386089324951172,0.14229917526245117,0.996309757232666,0.3627987702687581,1.5480437278747559,0.6596856117248535,0.05715568860371908,0.20987423261006674,0.03749219576517741
3041328,350,8.288606087366741,0.21499164899190268,8.073614438374838,0.6175589561462402,2.4493632316589355,1.1102357705434163,0.09850327173868816,0.3557041486104329,0.0628191630045573
2093601,400,1.2801768779754639,0.14911842346191406,1.1310584545135498,0.42462960879007977,1.7822478612263997,0.7601067225138346,0.06514310836791992,0.25192467371622723,0.04192789395650228
